,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A Deductions 
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91731,"9,093","20,636","8,733","207,026","8,227","182,360","3,050","3,961","6,134","17,196",997,**        ,"1,695"
"Under $10,000        ","2,409","4,058","1,594","10,706","2,024","11,610",454,507,776,454,354,--        ,62
"$10,000 under $25,000","3,789","8,571","3,713","62,797","3,458","55,673",982,946,"2,570","2,901",380,**        ,342
"$25,000 under $50,000","2,102","5,525","2,362","73,042","2,003","67,085",995,986,"1,996","5,750",173,**        ,707
"$50,000 or more      ",793,"2,482","1,064","60,481",742,"47,992",619,"1,522",792,"8,091",90,--        ,584
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91732,"18,964","43,932","19,007","443,297","17,195","394,235","6,603","7,222","12,752","35,102","2,274",12,"4,125"
"Under $10,000        ","4,989","8,252","3,257","23,686","4,155","22,753",833,500,"1,655",772,782,**        ,157
"$10,000 under $25,000","7,619","17,676","7,952","127,727","6,988","113,552","2,044","1,842","5,065","5,636",765,*       12,850
"$25,000 under $50,000","4,472","12,196","5,369","154,927","4,263","141,911","2,270","2,046","4,152","11,697",481,**        ,"1,715"
"$50,000 or more      ","1,884","5,808","2,429","136,957","1,789","116,019","1,456","2,834","1,880","16,997",246,**        ,"1,403"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91733,"13,706","32,634","14,548","303,587","12,498","266,754","4,235","5,572","8,739","24,201","1,443",**        ,"2,362"
"Under $10,000        ","3,706","6,504","2,643","17,692","3,168","17,820",598,305,"1,132",557,553,--        ,68
"$10,000 under $25,000","5,930","14,167","6,482","98,268","5,472","88,167","1,457","1,136","3,762","4,137",537,**        ,562
"$25,000 under $50,000","3,071","8,808","4,044","105,575","2,914","96,328","1,415","1,598","2,847","7,669",244,**        ,982
"$50,000 or more      ",999,"3,155","1,379","82,052",944,"64,439",765,"2,533",998,"11,838",109,**        ,750
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91734,487,"1,043",429,"17,270",422,"11,577",168,883,354,"3,059",83,**        ,89
"Under $10,000        ",124,205,76,-448,95,614,24,115,50,29,29,**        ,**        
"$10,000 under $25,000",186,406,182,"3,166",162,"2,688",46,26,131,158,25,**        ,*       23
"$25,000 under $50,000",122,298,123,"4,301",118,"3,969",53,33,118,380,16,--        ,24
"$50,000 or more      ",55,134,48,"10,251",47,"4,306",45,709,55,"2,492",13,--        ,42
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91737,"9,159","20,377","7,727","524,275","8,082","420,183","5,638","9,986","7,835","75,750","1,793",29,"4,966"
"Under $10,000        ","1,782","1,434",388,"2,164","1,428","7,522",540,503,799,370,214,*       10,115
"$10,000 under $25,000","1,586","2,550",789,"26,952","1,288","21,196",611,851,"1,324","1,925",243,**        ,297
"$25,000 under $50,000","1,769","3,888","1,415","65,370","1,571","54,834",964,"1,058","1,705","6,001",396,**        ,845
"$50,000 or more      ","4,022","12,505","5,135","429,789","3,795","336,631","3,523","7,574","4,007","67,454",940,19,"3,709"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91739,"5,064","12,120","4,941","256,274","4,605","219,972","3,005","2,979","4,320","31,277",884,**        ,"2,843"
"Under $10,000        ",840,731,208,"2,439",681,"3,283",215,197,350,168,103,**        ,47
"$10,000 under $25,000",951,"1,677",591,"16,010",813,"13,067",319,303,760,"1,049",144,**        ,186
"$25,000 under $50,000","1,155","2,792","1,126","42,831","1,070","37,824",643,456,"1,098","3,666",216,**        ,652
"$50,000 or more      ","2,118","6,920","3,016","194,994","2,041","165,798","1,828","2,023","2,112","26,394",421,**        ,"1,958"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91740,"11,750","24,754","8,544","534,330","10,004","416,446","6,830","14,451","10,026","71,519","2,047",17,"5,297"
"Under $10,000        ","2,105","2,142",509,"8,018","1,579","8,454",642,590,932,424,343,**        ,139
"$10,000 under $25,000","2,768","4,710","1,370","47,151","2,146","34,418","1,145","2,057","2,330","3,158",448,**        ,491
"$25,000 under $50,000","3,060","6,635","2,298","112,223","2,710","92,225","1,795","2,428","2,957","10,350",502,**        ,"1,389"
"$50,000 or more      ","3,817","11,267","4,367","366,938","3,569","281,349","3,248","9,376","3,807","57,587",754,*       17,"3,278"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91741,"10,075","20,699","7,002","629,001","8,161","421,982","6,488","22,500","8,666","102,684","1,897",22,"4,878"
"Under $10,000        ","1,951","1,499",303,"2,076","1,377","7,249",738,"1,231",883,395,259,**        ,132
"$10,000 under $25,000","1,919","2,994",778,"32,291","1,387","21,613",902,"2,234","1,655","2,238",279,**        ,324
"$25,000 under $50,000","2,171","4,395","1,393","79,494","1,830","61,130","1,303","2,682","2,106","7,674",364,**        ,895
"$50,000 or more      ","4,034","11,811","4,528","515,140","3,567","331,990","3,545","16,353","4,022","92,377",995,*       22,"3,527"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91743,121,230,82,"3,888",107,"3,278",46,94,93,433,25,**        ,42
"Under $10,000        ",19,23,3,57,11,51,*       10,*       11,**        ,**          ,*       14,--        ,**        
"$10,000 under $25,000",44,89,42,743,43,757,**        ,**        ,*       35,*         42,**        ,**        ,**        
"$25,000 under $50,000",40,80,30,"1,414",37,"1,275",19,33,40,127,*       11,--        ,*       28
"$50,000 or more      ",18,38,7,"1,674",16,"1,195",17,50,18,264,**        ,--        ,14
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91744,"28,701","68,895","30,557","754,422","26,464","679,700","9,741","8,016","20,246","58,508","3,088",16,"8,720"
"Under $10,000        ","6,275","9,349","3,504","33,376","5,356","29,043",864,534,"2,107",951,862,**        ,195
"$10,000 under $25,000","10,933","24,593","10,801","185,012","9,997","163,907","2,571","1,824","7,356","8,374","1,081",**        ,"1,694"
"$25,000 under $50,000","7,951","23,007","10,771","280,881","7,672","261,701","3,739","2,316","7,254","19,233",761,**        ,"3,922"
"$50,000 or more      ","3,542","11,946","5,481","255,153","3,439","225,049","2,567","3,342","3,529","29,950",384,*       16,"2,909"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91745,"22,510","46,742","15,934","874,929","18,570","719,350","13,361","33,699","18,328","133,263","4,070",29,"9,585"
"Under $10,000        ","4,839","5,288","1,321","-79,408","3,450","21,091","1,824","1,959","2,040","1,058",775,**        ,360
"$10,000 under $25,000","5,661","10,494","3,425","96,725","4,518","73,329","2,505","4,267","4,546","6,209",923,**        ,"1,093"
"$25,000 under $50,000","5,516","12,469","4,429","198,388","4,802","161,189","3,401","5,930","5,269","17,515",943,**        ,"2,588"
"$50,000 or more      ","6,494","18,491","6,759","659,224","5,800","463,741","5,631","21,543","6,473","108,481","1,429",*       29,"5,544"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91746,"10,784","25,349","10,923","280,622","9,756","254,340","3,864","11,028","7,680","27,223","1,248",**        ,"3,193"
"Under $10,000        ","2,417","3,608","1,346","-6,845","2,013","11,416",360,"3,985",785,373,346,**        ,79
"$10,000 under $25,000","4,050","8,940","3,813","68,851","3,621","59,467","1,045",743,"2,803","3,279",446,**        ,624
"$25,000 under $50,000","2,924","8,184","3,669","103,118","2,788","93,774","1,457","1,301","2,702","7,389",282,**        ,"1,376"
"$50,000 or more      ","1,393","4,617","2,095","115,498","1,334","89,683","1,002","4,999","1,390","16,182",174,**        ,"1,114"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91747,338,723,319,"8,727",290,"7,333",134,85,257,729,42,--        ,68
"Under $10,000        ",73,96,30,350,54,270,24,12,30,17,18,--        ,**        
"$10,000 under $25,000",133,267,107,"2,314",116,"2,026",42,15,101,112,12,--        ,*       19
"$25,000 under $50,000",93,246,116,"3,301",86,"3,000",40,40,87,273,*       12,--        ,21
"$50,000 or more      ",39,114,66,"2,762",34,"2,037",28,18,39,327,**        ,--        ,28
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91748,"17,549","37,450","13,353","662,892","15,072","554,431","9,887","19,563","13,898","84,369","3,144",14,"6,932"
"Under $10,000        ","3,995","4,682","1,270","-2,181","2,927","18,540","1,477","1,761","1,596",824,652,**        ,278
"$10,000 under $25,000","4,700","9,171","3,135","79,422","3,928","63,205","1,954","2,715","3,694","4,913",793,*       14,801
"$25,000 under $50,000","4,426","10,376","3,776","158,918","4,058","137,292","2,678","3,911","4,202","13,559",731,**        ,"2,017"
"$50,000 or more      ","4,428","13,221","5,172","426,733","4,159","335,394","3,778","11,176","4,406","65,073",968,**        ,"3,836"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91750,"14,717","29,795","9,819","740,945","12,212","581,580","9,180","19,950","12,526","104,492","2,472",27,"6,947"
"Under $10,000        ","2,879","2,308",445,"6,731","2,185","11,840","1,004",994,"1,282",509,335,**        ,162
"$10,000 under $25,000","3,100","4,858","1,224","52,382","2,275","35,911","1,415","3,043","2,607","3,494",395,**        ,509
"$25,000 under $50,000","3,292","6,636","2,083","120,342","2,754","92,238","1,999","3,965","3,204","11,549",553,**        ,"1,457"
"$50,000 or more      ","5,446","15,993","6,067","561,490","4,998","441,591","4,762","11,948","5,433","88,940","1,189",*       27,"4,819"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91752,"6,631","15,599","6,367","214,906","5,781","186,369","2,875","3,461","5,097","21,496","1,084",43,"2,530"
"Under $10,000        ","1,435","1,872",580,"3,308","1,139","6,168",315,378,533,252,225,**        ,78
"$10,000 under $25,000","1,929","4,163","1,692","32,658","1,604","25,999",558,651,"1,412","1,753",267,*       20,309
"$25,000 under $50,000","1,757","4,767","2,076","63,032","1,602","54,720",825,688,"1,646","5,098",295,**        ,842
"$50,000 or more      ","1,510","4,797","2,019","115,908","1,436","99,482","1,177","1,744","1,506","14,393",297,23,"1,301"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91754,"14,362","27,503","8,083","500,595","11,353","351,760","9,039","30,558","11,168","67,112","2,191",**        ,"4,190"
"Under $10,000        ","3,416","4,559","1,133","-2,680","2,384","14,876","1,508","2,152","1,272",628,555,**        ,219
"$10,000 under $25,000","4,194","7,821","2,288","70,983","3,293","52,896","2,255","4,892","3,260","4,229",591,--        ,524
"$25,000 under $50,000","3,582","7,203","2,204","127,379","3,047","100,892","2,443","6,272","3,478","12,268",474,**        ,"1,141"
"$50,000 or more      ","3,170","7,920","2,458","304,913","2,629","183,096","2,833","17,242","3,158","49,987",571,**        ,"2,306"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91755,"10,861","20,858","6,394","320,333","9,088","254,710","6,172","15,049","8,178","37,257","1,652",**        ,"2,851"
"Under $10,000        ","2,928","4,247","1,266","7,206","2,221","13,426","1,046","1,151","1,059",477,476,--        ,119
"$10,000 under $25,000","3,398","6,379","1,901","57,055","2,826","45,131","1,703","2,778","2,662","3,404",474,**        ,456
"$25,000 under $50,000","2,628","5,342","1,643","93,512","2,338","77,738","1,752","3,737","2,553","8,970",337,--        ,884
"$50,000 or more      ","1,907","4,890","1,584","162,560","1,703","118,415","1,671","7,383","1,904","24,406",365,**        ,"1,392"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91759,238,429,96,"10,626",185,"8,020",153,367,205,"1,615",70,**        ,115
"Under $10,000        ",44,49,7,-219,28,169,16,5,22,14,15,--        ,**        
"$10,000 under $25,000",52,79,17,860,38,554,23,28,43,65,10,--        ,*       16
"$25,000 under $50,000",50,94,22,"1,859",39,"1,304",34,49,48,198,15,--        ,25
"$50,000 or more      ",92,207,50,"8,126",80,"5,993",80,285,92,"1,338",30,**        ,74
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91760,78,158,53,"3,341",67,"2,677",42,23,61,417,13,**        ,37
"Under $10,000        ",19,20,6,79,16,65,**        ,**        ,**        ,**          ,**        ,--        ,--        
"$10,000 under $25,000",17,28,9,279,12,189,*       16,*        9,*       19,*         26,*       13,--        ,*       10
"$25,000 under $50,000",15,32,8,577,13,475,**        ,**        ,15,63,**        ,**        ,**        
"$50,000 or more      ",27,78,30,"2,406",26,"1,948",26,14,27,328,**        ,**        ,27
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91761,"19,980","48,164","21,138","750,584","18,602","622,983","8,207","10,588","15,013","94,099","2,471",60,"7,895"
"Under $10,000        ","4,061","5,276","1,975","4,985","3,528","19,021",677,"1,599","1,434",722,450,*       29,142
"$10,000 under $25,000","5,859","12,926","5,778","98,735","5,340","87,604","1,246","1,157","3,921","4,749",583,**        ,780
"$25,000 under $50,000","5,266","14,267","6,461","190,481","5,070","177,390","2,500","1,618","4,878","14,090",676,10,"2,686"
"$50,000 or more      ","4,794","15,695","6,924","456,383","4,664","338,968","3,784","6,214","4,780","74,538",762,21,"4,287"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91762,"19,205","43,503","18,075","567,167","17,062","472,005","7,361","12,909","13,966","54,006","2,402",39,"6,018"
"Under $10,000        ","4,277","6,135","2,318","19,988","3,594","19,098",711,884,"1,400",608,573,**        ,143
"$10,000 under $25,000","6,546","14,408","6,253","110,220","5,757","93,134","1,635","2,702","4,492","5,270",688,*       19,842
"$25,000 under $50,000","5,202","13,571","5,799","186,446","4,816","164,718","2,485","2,888","4,900","14,674",584,**        ,"2,401"
"$50,000 or more      ","3,180","9,389","3,705","250,513","2,895","195,055","2,530","6,435","3,174","33,454",557,20,"2,632"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91763,"11,719","26,862","11,391","321,131","10,551","280,751","4,284","4,643","8,377","27,380","1,512",12,"3,641"
"Under $10,000        ","2,812","4,176","1,550","14,008","2,380","13,056",414,346,925,398,374,**        ,86
"$10,000 under $25,000","4,070","8,923","3,879","68,102","3,587","57,602","1,030","1,230","2,829","3,283",462,*       12,592
"$25,000 under $50,000","3,046","8,148","3,572","108,211","2,876","97,296","1,478","1,235","2,838","8,159",386,**        ,"1,475"
"$50,000 or more      ","1,791","5,615","2,390","130,810","1,708","112,797","1,362","1,832","1,785","15,540",290,**        ,"1,488"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91764,"15,938","37,490","16,556","432,656","14,765","386,820","5,200","4,990","11,150","35,842","1,634",**        ,"4,602"
"Under $10,000        ","3,503","5,357","2,151","18,899","3,074","16,192",417,319,"1,106",494,426,**        ,88
"$10,000 under $25,000","5,794","13,395","6,229","97,678","5,316","86,723","1,263","1,270","3,736","4,246",503,**        ,742
"$25,000 under $50,000","4,467","12,192","5,493","159,378","4,285","147,213","1,958","1,584","4,136","11,852",419,**        ,"2,052"
"$50,000 or more      ","2,174","6,546","2,683","156,701","2,090","136,692","1,562","1,817","2,172","19,250",286,**        ,"1,720"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91765,"20,582","43,918","15,442","1,085,189","17,422","850,356","13,154","30,496","17,485","169,903","4,326",19,"11,007"
"Under $10,000        ","4,050","3,778",914,"-26,498","2,813","18,069","1,588","1,972","1,819",948,615,**        ,326
"$10,000 under $25,000","3,908","6,734","1,983","66,378","3,033","48,841","1,741","2,680","3,274","4,757",808,**        ,880
"$25,000 under $50,000","4,664","9,823","3,317","170,811","4,112","140,835","2,934","4,389","4,458","15,672",981,**        ,"2,565"
"$50,000 or more      ","7,960","23,583","9,228","874,498","7,464","642,611","6,891","21,455","7,934","148,526","1,922",*       19,"7,236"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91766,"21,281","52,562","24,011","645,073","19,607","575,584","7,639","7,280","14,479","60,324","2,605",**        ,"6,913"
"Under $10,000        ","4,887","7,683","3,219","23,306","4,183","22,574",655,445,"1,569",752,634,**        ,134
"$10,000 under $25,000","7,581","18,565","8,977","126,430","6,958","112,740","1,651","1,246","4,594","5,181",730,--        ,941
"$25,000 under $50,000","5,098","14,816","6,968","180,888","4,882","166,535","2,355","1,577","4,613","12,701",583,**        ,"2,561"
"$50,000 or more      ","3,715","11,498","4,847","314,449","3,584","273,735","2,978","4,012","3,703","41,690",658,**        ,"3,277"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91767,"15,068","34,731","15,011","426,614","13,393","356,972","5,649","9,352","10,713","37,065","1,740",13,"4,998"
"Under $10,000        ","3,390","5,325","2,165","16,912","2,845","15,330",510,407,"1,085",492,472,--        ,126
"$10,000 under $25,000","5,223","11,589","5,166","87,504","4,632","74,975","1,325","1,775","3,500","3,912",525,**        ,791
"$25,000 under $50,000","4,120","10,991","4,895","147,448","3,812","130,060","2,010","2,462","3,802","10,987",389,*       13,"2,127"
"$50,000 or more      ","2,335","6,826","2,785","174,750","2,104","136,607","1,804","4,708","2,326","21,674",354,**        ,"1,954"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91768,"9,722","23,331","10,537","270,515","8,863","230,519","3,282","4,341","6,532","25,624","1,100",**        ,"2,936"
"Under $10,000        ","2,299","3,705","1,527","10,426","2,009","10,925",320,216,702,334,293,--        ,76
"$10,000 under $25,000","3,647","8,696","4,108","61,375","3,328","54,398",820,788,"2,298","2,523",332,--        ,503
"$25,000 under $50,000","2,486","7,167","3,389","87,385","2,342","78,892","1,171",967,"2,247","6,083",244,--        ,"1,256"
"$50,000 or more      ","1,290","3,763","1,513","111,329","1,184","86,304",971,"2,370","1,285","16,684",231,**        ,"1,101"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91769,793,"1,746",756,"21,146",694,"18,207",233,447,556,"2,888",102,--        ,199
"Under $10,000        ",193,336,145,"-1,745",156,948,30,16,64,33,33,--        ,**        
"$10,000 under $25,000",293,664,305,"4,916",254,"4,140",58,90,196,226,37,--        ,*       41
"$25,000 under $50,000",214,502,214,"7,762",200,"6,941",82,109,203,675,18,--        ,85
"$50,000 or more      ",93,244,92,"10,213",84,"6,178",63,232,93,"1,954",14,--        ,73
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91770,"24,176","49,682","18,057","596,926","21,173","510,992","11,334","17,256","17,220","57,003","3,239",14,"5,608"
"Under $10,000        ","6,999","10,931","3,734","27,874","5,686","32,253","1,897","1,359","2,341","1,081","1,072",**        ,221
"$10,000 under $25,000","8,406","17,152","6,200","140,336","7,360","117,440","3,463","4,061","6,325","7,693","1,033",**        ,"1,136"
"$25,000 under $50,000","5,786","13,247","4,941","203,251","5,374","179,688","3,476","4,921","5,575","17,871",689,*       14,"2,056"
"$50,000 or more      ","2,985","8,352","3,182","225,465","2,753","181,611","2,498","6,915","2,979","30,358",445,**        ,"2,195"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91773,"14,823","29,780","9,741","758,008","12,582","596,651","9,037","19,213","12,726","108,889","2,801",23,"7,319"
"Under $10,000        ","2,761","2,333",485,"5,811","2,056","11,198",955,"1,627","1,258",556,376,**        ,179
"$10,000 under $25,000","3,035","4,809","1,263","51,599","2,315","37,258","1,328","2,411","2,551","3,600",469,**        ,545
"$25,000 under $50,000","3,417","6,999","2,333","126,071","3,021","104,486","1,991","2,935","3,312","11,895",618,**        ,"1,600"
"$50,000 or more      ","5,610","15,639","5,660","574,527","5,190","443,709","4,763","12,240","5,605","92,838","1,338",*       23,"4,995"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91775,"10,044","19,467","5,830","478,323","7,930","344,259","6,710","21,408","8,368","69,667","1,867",15,"4,288"
"Under $10,000        ","2,052","2,135",442,"2,388","1,359","8,430",918,"1,167",880,403,318,**        ,161
"$10,000 under $25,000","2,238","3,860","1,063","37,635","1,641","26,163","1,186","2,792","1,824","2,478",370,**        ,383
"$25,000 under $50,000","2,407","4,748","1,403","86,983","2,039","68,218","1,641","3,817","2,320","8,379",411,*       15,979
"$50,000 or more      ","3,347","8,724","2,922","351,317","2,891","241,448","2,965","13,632","3,344","58,407",768,**        ,"2,765"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91776,"14,603","29,293","9,976","394,798","12,621","330,712","7,345","13,772","10,910","41,188","2,119",**        ,"3,320"
"Under $10,000        ","3,913","5,738","1,755","15,418","3,036","17,859","1,289","1,135","1,476",722,622,**        ,169
"$10,000 under $25,000","4,935","9,674","3,256","83,046","4,263","69,235","2,148","3,099","3,800","4,768",657,**        ,593
"$25,000 under $50,000","3,651","8,190","2,919","128,719","3,379","112,891","2,175","3,746","3,534","11,591",480,**        ,"1,108"
"$50,000 or more      ","2,104","5,691","2,046","167,615","1,943","130,727","1,733","5,792","2,100","24,107",360,**        ,"1,450"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91778,448,772,219,"12,582",359,"10,026",238,811,345,"1,534",95,--        ,101
"Under $10,000        ",117,159,32,275,75,546,50,67,38,24,32,--        ,**        
"$10,000 under $25,000",144,242,71,"2,492",124,"2,141",60,61,122,160,20,--        ,*       21
"$25,000 under $50,000",116,210,64,"4,064",105,"3,633",69,87,114,408,30,--        ,34
"$50,000 or more      ",71,161,52,"5,751",55,"3,706",59,596,71,942,13,--        ,46
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91780,"14,271","28,309","9,119","514,285","11,681","411,994","8,757","19,101","11,788","61,781","2,513",**        ,"5,091"
"Under $10,000        ","2,965","3,272",786,"1,928","2,089","12,140","1,200","1,470","1,241",589,538,**        ,189
"$10,000 under $25,000","3,769","6,659","1,947","64,329","2,870","46,293","1,906","3,516","3,120","4,215",605,**        ,609
"$25,000 under $50,000","3,840","8,051","2,612","139,134","3,359","113,099","2,487","4,683","3,742","13,302",644,--        ,"1,445"
"$50,000 or more      ","3,697","10,327","3,774","308,894","3,363","240,462","3,164","9,432","3,685","43,675",726,**        ,"2,848"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91784,"9,738","19,663","6,352","657,451","7,819","447,283","6,853","23,841","8,397","111,479","2,031",43,"5,499"
"Under $10,000        ","1,992","1,330",263,"-1,765","1,441","7,912",801,"1,823",953,420,221,**        ,137
"$10,000 under $25,000","1,514","2,193",480,"25,553","1,100","16,998",762,"1,675","1,295","1,861",252,*       15,326
"$25,000 under $50,000","1,690","3,264",952,"62,040","1,321","43,227","1,179","2,698","1,620","6,083",368,**        ,878
"$50,000 or more      ","4,542","12,876","4,657","571,623","3,957","379,146","4,111","17,645","4,529","103,115","1,190",28,"4,158"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91785,630,"1,082",285,"91,864",487,"17,036",339,"9,901",498,"26,584",152,**        ,242
"Under $10,000        ",144,169,26,"-1,384",100,397,41,187,49,31,36,**        ,12
"$10,000 under $25,000",159,242,59,"2,756",118,"2,000",62,130,127,221,36,--        ,34
"$25,000 under $50,000",157,274,82,"5,670",132,"4,302",94,216,152,603,27,--        ,54
"$50,000 or more      ",170,397,118,"84,822",137,"10,337",142,"9,368",170,"25,729",53,**        ,142
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91786,"19,840","40,456","14,208","685,286","16,957","571,597","9,278","25,061","15,742","93,757","3,052",29,"6,769"
"Under $10,000        ","4,240","5,663","1,931","-40,865","3,388","18,673","1,023","1,671","1,608",751,648,*       12,224
"$10,000 under $25,000","5,807","10,849","3,887","98,361","4,858","78,570","1,819","3,089","4,513","5,694",694,**        ,753
"$25,000 under $50,000","5,080","11,038","3,884","181,504","4,509","151,461","2,489","3,994","4,919","16,699",706,**        ,"1,865"
"$50,000 or more      ","4,713","12,906","4,506","446,286","4,202","322,893","3,947","16,307","4,702","70,613","1,004",17,"3,927"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91788,349,657,214,"14,451",293,"12,096",188,402,305,"1,834",72,**        ,147
"Under $10,000        ",57,74,19,160,38,343,17,27,23,9,15,--        ,**        
"$10,000 under $25,000",77,131,43,"1,316",60,971,25,26,68,104,24,--        ,*       17
"$25,000 under $50,000",115,202,64,"4,234",106,"3,680",67,69,114,438,11,--        ,44
"$50,000 or more      ",100,250,88,"8,741",89,"7,102",79,280,100,"1,283",22,**        ,86
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91789,"17,844","39,094","14,492","1,061,030","15,272","745,075","11,585","58,019","14,746","213,241","3,530",18,"9,359"
"Under $10,000        ","3,950","3,488",851,"-1,382","2,835","18,369","1,579","1,616","1,775",779,513,**        ,295
"$10,000 under $25,000","3,493","6,142","1,881","59,541","2,811","45,699","1,650","2,548","2,811","4,074",639,--        ,786
"$25,000 under $50,000","3,629","8,297","3,019","132,491","3,218","110,103","2,357","3,590","3,414","11,420",773,**        ,"1,996"
"$50,000 or more      ","6,772","21,167","8,741","870,380","6,408","570,904","5,999","50,265","6,746","196,968","1,605",*       18,"6,282"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91790,"16,796","36,377","13,691","585,895","14,647","491,476","8,393","12,714","13,467","59,539","2,331",16,"6,422"
"Under $10,000        ","3,281","3,960","1,183","12,243","2,637","14,173",775,659,"1,233",510,452,**        ,169
"$10,000 under $25,000","4,808","9,009","3,146","82,187","3,953","64,679","1,683","2,732","3,723","4,699",589,**        ,741
"$25,000 under $50,000","4,518","10,572","4,107","162,837","4,132","140,319","2,490","3,195","4,330","13,527",592,*       16,"2,053"
"$50,000 or more      ","4,189","12,836","5,255","328,628","3,925","272,305","3,445","6,128","4,181","40,803",698,**        ,"3,459"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91791,"12,548","26,040","9,089","603,417","10,363","427,595","7,182","23,542","10,350","89,148","2,081",15,"5,587"
"Under $10,000        ","2,479","2,767",764,-536,"1,858","10,781",769,"1,253",984,458,347,--        ,183
"$10,000 under $25,000","3,034","5,278","1,638","51,358","2,396","38,563","1,216","2,480","2,461","3,147",432,--        ,521
"$25,000 under $50,000","3,100","6,693","2,400","111,929","2,692","91,140","1,834","2,971","2,983","9,910",460,**        ,"1,463"
"$50,000 or more      ","3,935","11,302","4,287","440,666","3,417","287,111","3,363","16,838","3,922","75,633",842,*       15,"3,420"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91792,"12,608","26,763","10,211","429,253","11,650","391,194","5,665","4,498","10,191","41,390","1,679",**        ,"4,843"
"Under $10,000        ","2,507","2,942",863,"11,328","2,089","11,239",502,368,995,433,336,**        ,89
"$10,000 under $25,000","3,486","6,396","2,288","59,569","3,159","52,188",981,681,"2,729","3,379",403,--        ,535
"$25,000 under $50,000","3,591","8,128","3,140","129,078","3,438","118,594","1,823","1,460","3,449","10,795",462,**        ,"1,647"
"$50,000 or more      ","3,024","9,297","3,920","229,278","2,964","209,173","2,359","1,989","3,018","26,783",478,**        ,"2,572"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91793,388,695,227,"12,063",328,"10,551",196,579,310,"1,570",68,**        ,140
