,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,, Schedule C ,Schedule F  , Schedule A 
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91406,"19,906","41,101","15,493","724,359","16,950","599,246","7,714","13,483","12,854","69,722","4,272",11,"6,923"
"Under $10,000        ","3,626","4,819","1,380","11,436","2,421","15,468",812,940,698,229,"1,096",*       11,265
"$10,000 under $25,000","6,411","13,025","5,291","109,479","5,383","87,700","1,451","1,648","3,329","2,754","1,281",**        ,889
"$25,000 under $50,000","5,596","12,477","4,976","198,984","5,173","173,828","2,271","2,436","4,610","11,820",923,**        ,"2,246"
"$50,000 or more      ","4,273","10,780","3,846","404,460","3,973","322,250","3,180","8,459","4,217","54,919",972,**        ,"3,523"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91407,133,236,78,"3,310",108,"2,477",31,45,78,306,37,--        ,20
"Under $10,000        ",40,53,10,250,25,161,*       13,*        5,10,1,16,--        ,--        
"$10,000 under $25,000",48,98,39,811,42,664,**        ,**        ,28,21,*       21,--        ,**        
"$25,000 under $50,000",*       45,*       85,*       29,"*      2,249",*       41,"*      1,652",*       18,*       40,*       40,*        284,**        ,--        ,*       20
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91408,173,323,123,"5,280",145,"4,411",62,110,109,469,39,--        ,46
"Under $10,000        ",40,56,15,210,26,134,10,6,**        ,**          ,16,--        ,**        
"$10,000 under $25,000",55,102,43,922,45,737,12,2,*       40,*         25,12,--        ,**        
"$25,000 under $50,000",45,106,47,"1,614",42,"1,451",18,23,37,109,*       11,--        ,*       20
"$50,000 or more      ",33,59,18,"2,534",32,"2,089",22,79,32,335,**        ,--        ,26
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91409,441,764,233,"18,228",334,"13,257",213,596,312,"2,207",129,--        ,171
"Under $10,000        ",85,103,19,376,39,283,27,22,19,2,46,--        ,15
"$10,000 under $25,000",117,209,72,"1,999",85,"1,405",39,62,77,76,38,--        ,24
"$25,000 under $50,000",134,247,91,"4,854",119,"4,244",66,112,113,373,20,--        ,52
"$50,000 or more      ",105,205,51,"10,999",91,"7,325",81,400,103,"1,756",25,--        ,80
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91411,"9,239","17,774","6,234","319,754","7,769","261,831","3,327","6,709","5,935","31,798","2,079",**        ,"2,838"
"Under $10,000        ","1,765","2,381",674,"4,996","1,156","6,851",378,535,312,49,606,--        ,128
"$10,000 under $25,000","3,019","5,941","2,380","51,656","2,578","42,077",685,892,"1,608","1,396",596,**        ,384
"$25,000 under $50,000","2,602","5,424","2,010","92,568","2,357","80,022",946,"1,382","2,181","6,137",408,--        ,886
"$50,000 or more      ","1,853","4,028","1,170","170,534","1,678","132,881","1,318","3,900","1,834","24,216",469,--        ,"1,440"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91412,292,583,228,"7,633",245,"6,442",84,54,176,521,64,--        ,69
"Under $10,000        ",54,76,22,262,30,146,**        ,**        ,**        ,**          ,24,--        ,**        
"$10,000 under $25,000",118,229,93,"2,064",102,"1,714",*       35,*       20,*       74,*         58,21,--        ,*       14
"$25,000 under $50,000",91,212,91,"3,182",87,"3,008",30,18,74,202,*       19,--        ,32
"$50,000 or more      ",29,66,22,"2,125",26,"1,574",19,16,28,261,**        ,--        ,23
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91413,787,"1,222",290,"43,725",602,"31,083",431,"1,916",580,"7,372",244,**        ,349
"Under $10,000        ",173,204,29,"-1,411",84,526,74,80,26,6,79,--        ,29
"$10,000 under $25,000",159,233,57,"2,714",123,"2,023",75,109,116,111,43,--        ,33
"$25,000 under $50,000",216,323,76,"8,062",190,"6,585",104,178,204,667,47,**        ,84
"$50,000 or more      ",239,462,128,"34,360",205,"21,949",178,"1,549",234,"6,588",75,--        ,203
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91416,499,828,224,"19,131",373,"15,900",235,578,342,"2,571",179,**        ,199
"Under $10,000        ",112,132,15,"-1,891",58,509,49,146,11,2,47,--        ,19
"$10,000 under $25,000",123,195,60,"2,155",85,"1,433",38,45,84,82,45,--        ,22
"$25,000 under $50,000",125,207,56,"4,520",110,"3,848",51,135,111,348,27,**        ,51
"$50,000 or more      ",139,294,93,"14,347",120,"10,110",97,252,136,"2,139",60,--        ,107
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91423,"15,626","24,607","5,214","1,056,023","12,259","773,856","9,158","32,403","12,430","183,501","4,536",12,"7,482"
"Under $10,000        ","2,655","2,627",345,"-18,595","1,456","9,633","1,179","3,400",519,123,842,**        ,370
"$10,000 under $25,000","3,111","4,183",703,"53,497","2,268","35,941","1,328","3,119","2,338","2,243",898,--        ,731
"$25,000 under $50,000","3,852","5,635","1,059","141,569","3,338","114,085","1,939","3,954","3,625","12,061",947,--        ,"1,461"
"$50,000 or more      ","6,008","12,162","3,107","879,552","5,197","614,197","4,712","21,930","5,948","169,074","1,849",*       12,"4,920"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91426,250,427,118,"37,736",156,"10,039",143,"1,024",176,"5,218",93,**        ,116
"Under $10,000        ",62,74,6,"-2,597",23,164,32,174,10,1,28,**        ,*       14
"$10,000 under $25,000",46,67,17,788,29,471,22,26,35,32,22,--        ,**        
"$25,000 under $50,000",62,110,40,"2,371",50,"1,653",31,119,55,175,13,--        ,31
"$50,000 or more      ",80,176,55,"37,174",54,"7,751",58,705,76,"5,010",30,--        ,71
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91436,"8,509","15,901","4,265","1,927,550","5,726","1,079,596","6,592","88,072","6,683","487,907","2,557",30,"5,645"
"Under $10,000        ","1,609","1,242",170,"-67,422",723,"8,655",933,"5,368",434,292,314,**        ,314
"$10,000 under $25,000","1,007","1,367",236,"16,716",575,"8,710",608,"1,793",660,616,272,**        ,336
"$25,000 under $50,000","1,120","1,804",385,"41,229",727,"22,958",775,"3,361",919,"2,963",328,--        ,565
"$50,000 or more      ","4,773","11,488","3,474","1,937,027","3,701","1,039,273","4,276","77,550","4,670","484,036","1,643",*       30,"4,430"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91500,29,59,20,"1,270",24,"1,099",15,36,20,158,**        ,**        ,14
"Under $10,000        ",*       13,*       25,*        9,*        169,**        ,**          ,**        ,**        ,**        ,**          ,--        ,**        ,--        
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,*       15,*       36,**        ,**          ,**        ,**        ,**        
"$25,000 under $50,000",*       16,*       34,*       11,"*      1,101",*       24,"*      1,099",**        ,**        ,*       20,*        158,**        ,--        ,*       14
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91501,"8,645","16,015","4,746","408,049","7,243","317,912","4,296","8,482","6,538","52,418","2,056",**        ,"3,324"
"Under $10,000        ","1,547","1,867",432,"1,323","1,048","5,916",455,372,324,52,410,**        ,114
"$10,000 under $25,000","1,971","3,344",945,"33,750","1,570","25,088",665,"1,062","1,312","1,201",487,--        ,329
"$25,000 under $50,000","2,350","4,284","1,249","85,356","2,120","72,214","1,100","1,272","2,150","6,516",454,**        ,794
"$50,000 or more      ","2,777","6,520","2,120","287,620","2,505","214,694","2,076","5,776","2,752","44,649",705,**        ,"2,087"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91502,"4,506","8,638","3,059","141,209","4,016","119,606","1,388","1,710","3,056","14,133",901,**        ,841
"Under $10,000        ",911,"1,269",359,"3,058",668,"3,738",185,245,190,47,267,**        ,40
"$10,000 under $25,000","1,469","2,805","1,049","24,827","1,302","20,844",286,219,894,789,286,--        ,106
"$25,000 under $50,000","1,403","2,911","1,098","50,149","1,359","46,586",490,346,"1,254","3,637",205,--        ,302
"$50,000 or more      ",723,"1,653",553,"63,175",687,"48,438",427,900,718,"9,660",143,--        ,393
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91503,282,444,107,"17,002",237,"10,342",139,547,216,"2,429",73,**        ,93
"Under $10,000        ",53,55,6,195,33,188,19,5,12,2,26,--        ,**        
"$10,000 under $25,000",65,105,36,"1,129",53,861,20,26,51,40,14,--        ,*       15
"$25,000 under $50,000",87,136,32,"3,186",83,"2,906",42,27,78,269,16,--        ,21
"$50,000 or more      ",77,148,33,"12,492",68,"6,387",58,489,75,"2,118",17,**        ,57
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91504,"11,261","22,132","7,049","568,214","9,182","430,453","6,149","13,810","8,469","70,818","2,492",**        ,"4,948"
"Under $10,000        ","1,935","1,994",426,147,"1,316","7,714",636,844,464,101,442,**        ,177
"$10,000 under $25,000","2,566","4,500","1,404","43,942","1,998","31,901",913,"1,348","1,636","1,412",513,**        ,447
"$25,000 under $50,000","2,811","5,636","1,872","101,606","2,437","81,873","1,400","2,074","2,465","6,954",534,**        ,"1,072"
"$50,000 or more      ","3,949","10,002","3,347","422,519","3,431","308,965","3,200","9,544","3,904","62,351","1,003",**        ,"3,252"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91505,"15,163","26,515","7,290","747,937","12,653","606,831","8,437","15,866","12,123","92,679","3,472",15,"6,815"
"Under $10,000        ","2,405","2,265",315,"6,727","1,519","8,398",924,"1,008",553,96,640,**        ,233
"$10,000 under $25,000","3,263","4,785","1,123","56,151","2,477","39,525","1,323","2,460","2,413","2,226",666,*       15,640
"$25,000 under $50,000","4,064","6,833","1,830","149,231","3,615","124,540","2,009","2,952","3,770","12,002",773,**        ,"1,568"
"$50,000 or more      ","5,431","12,632","4,022","535,828","5,042","434,368","4,181","9,446","5,387","78,355","1,393",**        ,"4,374"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91506,"8,815","16,048","4,616","420,975","7,263","342,826","5,031","8,308","6,927","49,103","2,047",12,"3,955"
"Under $10,000        ","1,397","1,354",194,"2,305",897,"4,719",544,596,325,56,346,--        ,144
"$10,000 under $25,000","1,964","3,051",773,"33,628","1,458","23,477",793,"1,437","1,367","1,270",413,*       12,387
"$25,000 under $50,000","2,364","4,249","1,250","86,656","2,067","70,571","1,234","1,886","2,173","6,630",481,**        ,913
"$50,000 or more      ","3,090","7,394","2,399","298,386","2,841","244,059","2,460","4,389","3,062","41,147",807,**        ,"2,511"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91507,213,329,82,"9,835",166,"7,207",112,208,159,"1,306",66,**        ,90
"Under $10,000        ",45,49,9,5,26,125,15,19,**        ,**          ,20,**        ,**        
"$10,000 under $25,000",46,69,18,833,35,675,27,57,*       41,*         34,13,--        ,*       18
"$25,000 under $50,000",63,100,24,"2,285",54,"1,971",27,52,61,184,18,--        ,22
"$50,000 or more      ",59,111,31,"6,712",51,"4,436",43,80,57,"1,088",15,--        ,50
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91508,135,236,70,"6,038",112,"4,080",54,87,99,752,33,--        ,48
"Under $10,000        ",25,30,4,117,17,66,*       11,*       22,**        ,**          ,**        ,--        ,**        
"$10,000 under $25,000",35,58,20,599,27,443,**        ,**        ,*       28,*         20,*       23,--        ,**        
"$25,000 under $50,000",33,55,17,"1,205",32,"1,128",12,8,30,89,**        ,--        ,*       16
"$50,000 or more      ",42,93,29,"4,117",36,"2,443",31,57,41,643,10,--        ,32
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91510,642,"1,056",302,"52,090",523,"36,980",313,"4,364",466,"12,173",165,**        ,236
"Under $10,000        ",120,145,29,"-6,598",63,426,42,691,23,19,44,--        ,22
"$10,000 under $25,000",177,294,97,"3,068",143,"2,350",65,27,110,93,50,--        ,37
"$25,000 under $50,000",186,306,94,"6,764",167,"5,763",90,93,175,548,36,--        ,61
"$50,000 or more      ",159,311,82,"48,856",150,"28,441",116,"3,553",158,"11,513",35,**        ,116
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91521,12,18,5,"2,031",12,"2,171",**        ,**        ,12,430,**        ,--        ,**        
"Under $10,000        ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$25,000 under $50,000",*       12,*       18,*        5,"*      2,031",*       12,"*      2,171",**        ,**        ,*       12,*        430,--        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91522,10,12,1,468,10,396,**        ,**        ,10,64,**        ,--        ,**        
"Under $10,000        ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
"$10,000 under $25,000",*       10,*       12,*        1,*        468,*       10,*        396,--        ,--        ,*       10,*         64,--        ,--        ,--        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91600,31,56,19,"1,022",23,714,12,10,23,86,**        ,**        ,12
"Under $10,000        ",**        ,**        ,**        ,**          ,*       10,*        135,--        ,--        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*       15,*       19,*        4,*        188,**        ,**          ,*       12,*       10,**        ,**          ,**        ,--        ,*       12
"$25,000 under $50,000",*       16,*       37,*       15,*        834,*       13,*        579,**        ,**        ,*       23,*         86,**        ,**        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91601,"14,944","27,038","8,945","471,640","13,163","406,957","4,824","5,709","9,981","45,648","3,581",**        ,"4,046"
"Under $10,000        ","3,010","3,896",966,"10,685","2,148","12,830",618,444,605,91,"1,055",**        ,190
"$10,000 under $25,000","5,045","9,616","3,695","86,821","4,487","74,358","1,010",949,"3,016","2,749","1,098",**        ,607
"$25,000 under $50,000","4,365","8,395","2,883","153,658","4,161","140,645","1,503","1,442","3,860","11,129",754,**        ,"1,391"
"$50,000 or more      ","2,524","5,131","1,401","220,476","2,367","179,124","1,693","2,874","2,500","31,679",674,**        ,"1,858"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91602,"9,624","13,660","2,329","543,479","8,010","414,558","5,012","13,047","7,760","88,606","2,854",**        ,"4,243"
"Under $10,000        ","1,637","1,677",178,"-4,919",991,"6,427",662,793,365,103,671,--        ,225
"$10,000 under $25,000","2,058","2,650",438,"35,140","1,667","26,194",785,"1,141","1,639","1,603",644,--        ,441
"$25,000 under $50,000","2,847","3,811",575,"103,852","2,572","88,871","1,286","1,558","2,712","9,302",643,**        ,"1,144"
"$50,000 or more      ","3,082","5,522","1,138","409,406","2,780","293,066","2,279","9,555","3,044","77,598",896,**        ,"2,433"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91603,206,318,80,"8,645",167,"6,400",81,182,142,"1,253",60,**        ,65
"Under $10,000        ",44,52,7,236,19,90,12,4,**        ,**          ,20,--        ,**        
"$10,000 under $25,000",59,89,24,962,50,746,17,24,*       49,*         40,12,--        ,**        
"$25,000 under $50,000",60,96,28,"2,170",59,"2,057",17,5,51,171,12,--        ,*       29
"$50,000 or more      ",43,81,21,"5,277",39,"3,507",35,149,42,"1,042",16,**        ,36
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91604,"14,563","22,305","4,263","1,123,228","11,231","780,217","8,995","46,357","11,705","205,350","4,630",12,"7,829"
"Under $10,000        ","2,516","2,378",246,"-26,767","1,359","10,136","1,191","2,402",525,158,880,**        ,429
"$10,000 under $25,000","2,610","3,284",426,"44,822","1,871","29,125","1,163","2,650","2,041","1,960",836,**        ,664
"$25,000 under $50,000","3,281","4,514",655,"121,407","2,760","92,977","1,695","3,759","3,046","10,413",905,*       12,"1,430"
"$50,000 or more      ","6,156","12,129","2,936","983,766","5,241","647,979","4,946","37,546","6,093","192,819","2,009",**        ,"5,306"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91605,"19,961","45,438","19,444","553,129","17,225","469,724","5,968","7,424","10,881","38,022","4,031",**        ,"5,288"
"Under $10,000        ","4,299","6,185","2,016","17,869","3,072","18,185",616,538,777,131,"1,290",**        ,185
"$10,000 under $25,000","7,830","17,705","7,947","132,417","6,810","110,147","1,469","1,316","3,566","2,811","1,486",**        ,"1,002"
"$25,000 under $50,000","5,174","13,752","6,237","180,634","4,868","160,924","1,971","1,892","3,933","8,823",748,--        ,"2,001"
"$50,000 or more      ","2,658","7,796","3,244","222,209","2,475","180,468","1,912","3,678","2,605","26,257",507,**        ,"2,100"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91606,"17,109","35,757","13,918","486,608","14,783","415,065","5,505","7,412","10,255","36,405","3,675",**        ,"4,579"
"Under $10,000        ","3,507","4,697","1,328","12,805","2,457","14,166",628,506,630,94,"1,115",**        ,188
"$10,000 under $25,000","6,346","13,345","5,542","108,354","5,551","90,274","1,336","1,458","3,296","2,757","1,210",--        ,786
"$25,000 under $50,000","4,780","11,350","4,694","168,282","4,475","149,654","1,827","2,015","3,897","9,665",807,--        ,"1,730"
"$50,000 or more      ","2,476","6,365","2,354","197,167","2,300","160,971","1,714","3,433","2,432","23,889",543,**        ,"1,875"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91607,"13,178","22,122","5,805","620,724","10,811","473,068","6,493","17,196","9,949","83,057","3,568",**        ,"5,076"
"Under $10,000        ","2,472","2,639",430,"2,833","1,531","9,387",891,"1,091",545,115,790,**        ,256
"$10,000 under $25,000","3,276","4,997","1,216","56,246","2,611","41,772","1,090","2,265","2,335","2,247",864,**        ,615
"$25,000 under $50,000","3,669","6,071","1,551","132,217","3,305","111,114","1,628","2,562","3,357","10,602",830,--        ,"1,242"
"$50,000 or more      ","3,761","8,415","2,608","429,428","3,364","310,795","2,884","11,278","3,712","70,093","1,084",**        ,"2,963"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91608,33,48,9,"3,791",31,"2,928",22,69,25,974,**        ,**        ,21
"Under $10,000        ",**        ,**        ,**        ,**          ,*       16,*        328,**        ,**        ,--        ,--          ,**        ,--        ,**        
"$10,000 under $25,000",*       17,*       21,*        4,*        -86,**        ,**          ,**        ,**        ,**        ,**          ,**        ,**        ,**        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
"$50,000 or more      ",16,27,5,"3,877",15,"2,600",*       22,*       69,*       25,*        974,**        ,--        ,*       21
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91609,205,380,142,"7,073",166,"4,263",67,220,131,899,54,--        ,45
"Under $10,000        ",44,58,15,239,24,141,**        ,**        ,13,2,23,--        ,*       13
"$10,000 under $25,000",80,139,50,"1,310",67,"1,014",*       26,*        5,46,37,19,--        ,**        
"$25,000 under $50,000",55,125,52,"1,922",52,"1,685",19,6,46,125,*       12,--        ,11
"$50,000 or more      ",26,58,25,"3,602",23,"1,423",22,209,26,735,**        ,--        ,21
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91610,198,291,55,"11,242",160,"7,650",123,741,154,"1,775",63,**        ,103
"Under $10,000        ",31,34,4,-506,19,153,14,74,**        ,**          ,14,--        ,**        
"$10,000 under $25,000",39,50,9,645,35,452,20,26,*       30,*         25,17,--        ,*       19
"$25,000 under $50,000",56,88,20,"2,088",43,"1,530",30,45,52,179,14,**        ,24
"$50,000 or more      ",72,119,22,"9,015",63,"5,515",59,596,72,"1,571",18,**        ,60
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91614,262,360,67,"11,255",191,"8,574",167,496,191,"2,091",96,--        ,140
"Under $10,000        ",70,78,9,"-2,238",28,173,33,94,16,2,33,--        ,16
"$10,000 under $25,000",48,61,11,884,34,601,25,53,39,39,14,--        ,21
"$25,000 under $50,000",60,86,20,"2,169",54,"1,654",37,71,55,174,18,--        ,29
"$50,000 or more      ",84,135,27,"10,440",75,"6,146",72,278,81,"1,876",31,--        ,74
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91615,302,592,249,"7,992",257,"6,925",94,81,186,611,65,**        ,75
"Under $10,000        ",65,81,21,125,46,203,12,7,11,2,26,**        ,**        
"$10,000 under $25,000",113,223,97,"1,984",91,"1,447",31,32,65,48,23,--        ,*       22
"$25,000 under $50,000",81,178,83,"2,733",78,"2,575",21,9,68,172,*       16,--        ,23
"$50,000 or more      ",43,110,48,"3,150",42,"2,700",30,33,42,389,**        ,--        ,30
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91616,44,72,21,"-8,947",38,930,21,218,32,70,13,--        ,13
"Under $10,000        ",13,17,3,"-9,926",*       20,*        216,*       11,*      216,**        ,**          ,*       13,--        ,**        
"$10,000 under $25,000",13,19,4,227,**        ,**          ,**        ,**        ,*       15,*          9,**        ,--        ,*       13
"$25,000 under $50,000",*       18,*       36,*       14,*        752,*       18,*        714,*       10,*        2,*       17,*         61,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91617,125,191,42,"3,468",91,"3,569",69,403,89,711,49,--        ,54
"Under $10,000        ",33,36,3,"-1,734",19,75,15,26,**        ,**          ,17,--        ,*       16
"$10,000 under $25,000",35,51,13,625,22,285,13,42,*       34,*         45,*       21,--        ,**        
"$25,000 under $50,000",25,37,7,928,24,851,19,5,24,75,**        ,--        ,11
"$50,000 or more      ",32,67,19,"3,649",26,"2,358",22,330,31,591,11,--        ,27
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91618,188,235,28,"8,070",163,"6,913",103,196,150,"1,085",59,--        ,100
"Under $10,000        ",31,31,2,-188,20,115,15,5,**        ,**          ,15,--        ,**        
"$10,000 under $25,000",47,55,4,787,44,700,17,32,*       42,*         33,18,--        ,*       22
"$25,000 under $50,000",55,69,7,"2,009",49,"1,615",29,41,53,159,14,--        ,29
"$50,000 or more      ",55,80,15,"5,462",50,"4,483",42,118,55,893,12,--        ,49
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91700,105,230,92,"5,276",87,"3,264",39,232,68,742,18,**        ,43
"Under $10,000        ",21,25,8,-250,18,131,**        ,**        ,**        ,**          ,**        ,--        ,**        
"$10,000 under $25,000",32,62,22,550,25,395,*       17,*       29,*       20,*         14,**        ,--        ,**        
"$25,000 under $50,000",23,48,19,791,20,662,**        ,**        ,20,44,*       18,--        ,*       17
"$50,000 or more      ",29,95,43,"4,185",24,"2,076",22,203,28,684,**        ,**        ,26
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91701,"17,270","37,371","13,844","944,739","15,019","784,884","9,838","11,653","13,628","104,620","3,028",29,"9,553"
"Under $10,000        ","2,959","2,249",497,"9,190","2,326","13,617",811,737,950,230,385,**        ,210
"$10,000 under $25,000","3,393","5,257","1,585","57,061","2,644","41,799","1,133","1,493","2,297","2,036",503,--        ,640
"$25,000 under $50,000","3,390","6,981","2,405","124,411","2,941","100,471","1,729","1,892","2,944","7,728",624,**        ,"1,754"
"$50,000 or more      ","7,528","22,884","9,357","754,077","7,108","628,997","6,165","7,531","7,437","94,626","1,516",*       29,"6,949"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91702,"21,135","48,085","20,576","688,513","19,201","612,241","7,243","5,107","13,515","49,507","2,546",**        ,"7,158"
"Under $10,000        ","3,808","4,770","1,539","19,141","3,076","16,979",577,392,843,146,592,**        ,141
"$10,000 under $25,000","6,816","14,415","6,340","116,307","6,047","98,820","1,325","1,020","3,546","2,869",770,--        ,903
"$25,000 under $50,000","6,249","16,185","7,307","224,782","5,970","206,276","2,439","1,275","4,957","11,912",617,**        ,"2,714"
"$50,000 or more      ","4,262","12,715","5,390","328,283","4,108","290,166","2,902","2,420","4,169","34,580",567,**        ,"3,400"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91706,"27,685","67,936","31,073","803,251","25,344","713,539","8,279","4,693","16,115","47,257","3,474",**        ,"8,626"
"Under $10,000        ","5,017","6,984","2,424","26,758","4,081","22,955",611,392,"1,003",178,854,**        ,180
"$10,000 under $25,000","10,126","23,040","10,501","174,916","9,116","151,577","1,865",962,"4,775","3,727","1,286",--        ,"1,446"
"$25,000 under $50,000","8,537","24,400","11,743","303,455","8,241","281,131","3,195","1,042","6,456","13,564",867,--        ,"3,837"
"$50,000 or more      ","4,005","13,512","6,405","298,122","3,906","257,876","2,608","2,297","3,881","29,788",467,**        ,"3,163"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91708,739,"1,463",548,"34,046",600,"23,306",312,947,520,"4,413",150,**        ,307
"Under $10,000        ",126,151,35,135,80,418,31,22,19,3,31,**        ,14
"$10,000 under $25,000",195,373,149,"3,297",144,"2,290",55,67,109,87,46,--        ,32
"$25,000 under $50,000",211,417,166,"7,540",189,"6,487",78,85,189,522,37,**        ,87
"$50,000 or more      ",207,522,198,"23,074",187,"14,111",148,773,203,"3,801",36,**        ,174
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91709,"29,164","68,524","27,099","1,831,063","26,309","1,574,157","17,422","17,042","23,145","207,761","5,558",39,"18,101"
"Under $10,000        ","4,412","3,487",798,"11,235","3,411","20,394","1,205","1,206","1,364",295,630,*       16,315
"$10,000 under $25,000","4,649","7,458","2,378","78,503","3,848","61,841","1,457","1,499","2,950","2,677",764,**        ,995
"$25,000 under $50,000","5,582","12,262","4,671","207,663","5,075","179,156","2,856","1,953","4,576","11,806","1,031",**        ,"3,116"
"$50,000 or more      ","14,521","45,317","19,252","1,533,662","13,975","1,312,766","11,904","12,384","14,255","192,983","3,133",23,"13,675"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
91710,"26,884","60,595","24,413","1,119,229","24,066","978,533","11,802","14,212","19,243","104,699","3,931",107,"12,070"
"Under $10,000        ","4,684","5,031","1,416","-10,534","3,712","21,756","1,024","1,154","1,223",249,696,36,301
