,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C, Schedule F  , Schedule A 
"$10,000 under $25,000","6,638","15,004","6,431","113,528","6,137","101,942","1,166","1,015","3,857","4,047",554,--        ,452
"$25,000 under $50,000","4,259","10,609","4,430","147,273","4,045","134,133","1,508","1,286","3,721","10,858",389,--        ,"1,042"
"$50,000 or more      ","1,469","3,698","1,185","117,502","1,376","95,842","1,027","2,031","1,461","16,561",234,**        ,966
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92103,"17,640","26,517","2,913","1,096,620","14,055","698,938","9,931","36,759","15,161","195,300","3,134",27,"6,122"
"Under $10,000        ","2,507","2,748",136,"-1,270","1,493","9,034","1,085","1,590",693,140,577,**        ,265
"$10,000 under $25,000","4,004","5,507",462,"69,729","3,105","51,569","1,658","3,356","3,498","4,509",624,**        ,504
"$25,000 under $50,000","5,594","7,531",602,"202,771","4,875","167,993","2,736","5,159","5,481","22,585",693,**        ,"1,236"
"$50,000 or more      ","5,535","10,731","1,713","825,390","4,582","470,342","4,452","26,654","5,489","168,066","1,240",*       27,"4,117"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92104,"21,356","36,181","9,226","723,203","19,036","593,344","8,106","14,005","16,639","83,677","2,739",**        ,"4,883"
"Under $10,000        ","3,569","4,587","1,026","15,757","2,803","15,862",769,663,942,170,629,**        ,170
"$10,000 under $25,000","7,271","12,291","3,496","126,971","6,472","109,840","1,813","2,212","5,531","6,724",711,--        ,527
"$25,000 under $50,000","6,875","11,967","3,140","242,153","6,416","217,316","2,748","3,087","6,533","23,027",734,--        ,"1,604"
"$50,000 or more      ","3,641","7,336","1,564","338,322","3,345","250,326","2,776","8,043","3,633","53,756",665,**        ,"2,582"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92105,"23,392","53,912","22,132","561,433","21,115","484,765","6,482","7,295","13,545","37,864","2,828",--        ,"4,625"
"Under $10,000        ","5,478","8,869","3,219","29,077","4,556","24,727",643,362,959,196,903,--        ,125
"$10,000 under $25,000","9,542","22,392","9,803","161,449","8,731","142,079","1,762","1,632","5,087","5,087",968,--        ,901
"$25,000 under $50,000","6,165","16,326","6,893","214,809","5,790","192,424","2,479","2,435","5,302","14,392",641,--        ,"2,032"
"$50,000 or more      ","2,207","6,325","2,217","156,098","2,038","125,535","1,598","2,866","2,197","18,189",316,--        ,"1,567"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92106,"8,659","17,209","3,057","733,522","6,201","365,154","5,768","33,981","7,230","136,170","1,629",19,"4,019"
"Under $10,000        ","1,409","1,327",126,"-6,609",884,"6,070",602,"1,796",430,129,242,--        ,162
"$10,000 under $25,000","1,676","2,689",341,"28,680","1,214","19,634",774,"2,035","1,371","1,636",235,**        ,265
"$25,000 under $50,000","1,864","3,298",485,"67,511","1,429","47,825","1,102","3,148","1,760","6,534",271,**        ,550
"$50,000 or more      ","3,710","9,895","2,105","643,940","2,674","291,625","3,290","27,002","3,669","127,871",881,*       19,"3,042"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92107,"15,065","24,192","3,832","707,015","12,656","513,926","7,669","20,641","12,730","102,829","2,401",11,"4,457"
"Under $10,000        ","2,397","2,330",187,"1,321","1,774","10,624",778,718,756,279,486,*       11,165
"$10,000 under $25,000","3,990","5,389",576,"68,281","3,344","55,316","1,384","2,067","3,433","4,261",521,--        ,346
"$25,000 under $50,000","4,494","6,709",894,"161,706","4,015","137,526","2,115","3,240","4,376","17,106",517,**        ,948
"$50,000 or more      ","4,184","9,764","2,175","475,707","3,523","310,460","3,392","14,616","4,165","81,183",877,**        ,"2,998"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92108,"8,130","11,560","1,320","418,254","7,217","336,799","4,246","9,790","7,109","70,649","1,048",**        ,"2,898"
"Under $10,000        ",987,"1,048",75,444,715,"4,797",347,409,275,69,208,--        ,93
"$10,000 under $25,000","1,758","2,306",264,"31,308","1,499","25,985",698,842,"1,504","1,966",196,**        ,255
"$25,000 under $50,000","2,965","4,021",408,"108,620","2,762","97,693","1,501","1,441","2,916","11,615",285,**        ,992
"$50,000 or more      ","2,420","4,185",573,"277,882","2,241","208,324","1,700","7,098","2,414","56,999",359,**        ,"1,558"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92109,"26,162","38,190","4,634","1,215,318","22,048","911,692","13,223","38,251","22,319","185,325","3,913",29,"7,873"
"Under $10,000        ","3,869","3,880",281,"-2,993","2,752","17,029","1,326","3,703","1,149",248,813,**        ,349
"$10,000 under $25,000","6,562","8,511",816,"113,658","5,556","92,876","2,277","3,422","5,722","7,311",833,**        ,636
"$25,000 under $50,000","8,242","11,384","1,293","297,607","7,403","256,855","3,860","6,195","8,006","32,923",891,**        ,"1,702"
"$50,000 or more      ","7,489","14,415","2,244","807,046","6,337","544,932","5,760","24,931","7,442","144,843","1,376",*       29,"5,186"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92110,"11,695","21,088","3,836","508,646","9,407","378,074","6,496","19,850","9,573","70,736","1,787",13,"4,009"
"Under $10,000        ","1,760","2,002",205,"-11,495","1,210","7,249",647,"1,192",444,91,323,**        ,184
"$10,000 under $25,000","3,117","5,159",879,"54,012","2,427","40,666","1,274","2,275","2,457","2,940",362,*       13,373
"$25,000 under $50,000","3,422","6,070","1,098","123,583","2,919","98,759","1,781","3,372","3,298","11,886",427,**        ,955
"$50,000 or more      ","3,396","7,857","1,654","342,546","2,851","231,400","2,794","13,011","3,374","55,819",675,**        ,"2,497"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92111,"20,513","41,545","11,205","808,834","17,259","624,403","10,752","20,079","15,837","95,008","2,941",19,"6,827"
"Under $10,000        ","3,488","4,118",855,"14,328","2,695","14,604",931,755,904,203,533,--        ,195
"$10,000 under $25,000","5,582","10,959","3,202","95,581","4,534","73,635","2,000","2,765","3,931","4,398",654,**        ,721
"$25,000 under $50,000","5,958","12,691","3,606","213,678","5,150","172,095","3,268","4,888","5,534","18,100",744,**        ,"1,897"
"$50,000 or more      ","5,485","13,777","3,542","485,247","4,880","364,069","4,553","11,671","5,468","72,307","1,010",*       19,"4,014"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92112,"1,021","1,584",301,"29,949",838,"24,147",384,"1,180",757,"4,187",138,**        ,180
"Under $10,000        ",255,338,52,"-2,303",175,"1,132",63,64,53,11,50,**        ,15
"$10,000 under $25,000",372,562,96,"6,331",308,"5,093",103,161,320,392,31,--        ,15
"$25,000 under $50,000",229,366,85,"8,170",211,"7,250",99,138,221,848,21,**        ,40
"$50,000 or more      ",165,318,68,"17,751",144,"10,672",119,817,163,"2,936",36,--        ,110
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92113,"14,697","37,888","17,796","322,215","13,596","281,996","2,861","2,327","7,605","17,969","1,304",**        ,"1,866"
"Under $10,000        ","3,454","5,927","2,370","19,039","2,998","16,368",312,162,599,107,439,**        ,61
"$10,000 under $25,000","6,699","17,202","8,275","113,864","6,241","102,290",896,430,"3,227","3,013",490,--        ,379
"$25,000 under $50,000","3,702","11,822","5,807","125,941","3,550","115,017","1,143",893,"2,949","6,761",276,**        ,904
"$50,000 or more      ",842,"2,937","1,344","63,371",807,"48,321",510,842,830,"8,088",99,**        ,522
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92114,"26,034","61,833","24,399","848,346","23,694","717,712","10,749","7,823","18,286","64,186","2,571",**        ,"9,328"
"Under $10,000        ","4,964","6,006","1,863","24,859","4,301","21,923",748,384,"1,252",260,508,--        ,163
"$10,000 under $25,000","8,019","17,039","6,389","138,238","7,058","116,817","2,008","1,355","5,051","5,180",682,**        ,"1,007"
"$25,000 under $50,000","7,308","19,476","7,997","260,152","6,781","225,289","3,524","2,136","6,323","16,710",711,--        ,"3,243"
"$50,000 or more      ","5,743","19,312","8,150","425,097","5,554","353,683","4,469","3,948","5,660","42,036",670,**        ,"4,915"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92115,"22,556","41,993","11,222","789,983","19,386","606,484","9,824","24,260","16,659","93,140","2,743",12,"6,530"
"Under $10,000        ","4,762","5,521","1,193","9,835","3,894","21,547","1,099","1,105","1,329",277,620,--        ,230
"$10,000 under $25,000","6,994","12,734","3,778","119,609","6,041","99,545","1,975","2,736","4,962","5,606",644,**        ,710
"$25,000 under $50,000","6,126","12,368","3,431","218,381","5,415","183,324","2,952","5,167","5,712","18,726",672,*       12,"1,976"
"$50,000 or more      ","4,674","11,370","2,820","442,158","4,036","302,068","3,798","15,252","4,656","68,531",807,**        ,"3,614"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92116,"16,988","27,199","5,662","664,465","14,914","535,247","7,504","14,531","13,832","87,495","2,377",16,"4,498"
"Under $10,000        ","2,568","3,127",548,"9,907","1,924","10,835",679,735,699,140,506,**        ,165
"$10,000 under $25,000","5,064","7,941","1,877","88,575","4,425","75,468","1,439","1,945","3,987","5,005",546,*       16,411
"$25,000 under $50,000","5,705","9,016","1,876","202,579","5,289","180,591","2,512","2,955","5,512","20,396",617,**        ,"1,280"
"$50,000 or more      ","3,651","7,115","1,361","363,404","3,276","268,353","2,874","8,896","3,634","61,954",708,**        ,"2,642"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92117,"25,221","49,538","10,858","1,120,558","20,285","842,274","14,656","30,386","20,717","144,120","3,943",27,"9,113"
"Under $10,000        ","3,961","4,341",550,"13,036","2,779","15,879","1,387","1,497","1,159",231,597,**        ,294
"$10,000 under $25,000","6,315","11,142","2,023","109,738","4,698","78,269","2,739","4,406","4,993","5,806",813,*       16,879
"$25,000 under $50,000","7,184","14,194","3,125","260,850","6,005","203,186","4,025","6,348","6,833","23,979",928,**        ,"2,135"
"$50,000 or more      ","7,761","19,861","5,160","736,934","6,803","544,940","6,505","18,135","7,732","114,104","1,605",11,"5,805"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92118,"8,218","18,302","4,056","641,891","5,676","329,467","5,819","34,425","6,897","107,250","1,415",24,"3,641"
"Under $10,000        ","1,257","1,091",139,"-4,411",773,"4,639",626,977,385,106,181,**        ,123
"$10,000 under $25,000","1,291","2,180",325,"22,351",884,"14,559",643,"1,465","1,019","1,193",165,**        ,210
"$25,000 under $50,000","1,819","3,888",922,"66,778","1,345","45,684","1,150","2,773","1,688","5,955",223,**        ,492
"$50,000 or more      ","3,851","11,143","2,670","557,173","2,674","264,585","3,400","29,210","3,805","99,996",846,*       24,"2,816"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92119,"11,270","24,215","5,264","566,259","8,624","398,073","7,697","19,659","9,485","71,903","1,820",10,"5,332"
"Under $10,000        ","1,692","1,627",155,"4,425","1,194","6,536",671,856,538,106,234,*       10,150
"$10,000 under $25,000","2,259","4,027",538,"38,815","1,500","24,119","1,192","2,462","1,798","2,029",283,--        ,419
"$25,000 under $50,000","2,855","5,962","1,191","105,282","2,179","72,315","1,898","3,822","2,700","9,372",402,**        ,"1,191"
"$50,000 or more      ","4,464","12,599","3,380","417,737","3,751","295,103","3,936","12,519","4,449","60,396",901,**        ,"3,572"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92120,"13,249","27,892","5,120","782,287","9,711","473,858","9,080","40,026","11,236","117,282","2,233",21,"6,176"
"Under $10,000        ","1,946","1,961",164,"-1,031","1,304","7,365",841,"1,000",614,136,299,--        ,215
"$10,000 under $25,000","2,684","4,636",496,"46,636","1,788","28,562","1,410","3,544","2,195","2,566",354,--        ,474
"$25,000 under $50,000","3,298","6,502","1,032","120,095","2,444","80,487","2,110","5,423","3,137","11,061",407,**        ,"1,196"
"$50,000 or more      ","5,321","14,793","3,428","616,587","4,175","357,444","4,719","30,059","5,290","103,519","1,173",*       21,"4,291"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92121,"2,406","4,296",916,"246,681","2,066","173,337","1,615","9,029","2,065","51,511",403,**        ,"1,326"
"Under $10,000        ",344,340,39,"-11,457",217,"2,484",131,702,92,25,53,**        ,56
"$10,000 under $25,000",331,436,49,"5,768",275,"4,820",141,228,275,340,42,--        ,59
"$25,000 under $50,000",480,754,132,"18,078",416,"15,329",269,341,458,"1,817",65,--        ,164
"$50,000 or more      ","1,251","2,766",696,"234,292","1,158","150,704","1,074","7,758","1,240","49,329",243,**        ,"1,047"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92122,"18,060","31,885","5,433","1,081,695","14,325","786,800","11,570","37,185","15,052","173,201","2,783",23,"7,790"
"Under $10,000        ","3,116","2,946",291,"3,911","2,040","11,898","1,188","1,881",916,239,378,--        ,495
"$10,000 under $25,000","3,131","4,677",455,"53,907","2,332","37,881","1,530","3,024","2,556","3,150",440,--        ,583
"$25,000 under $50,000","4,316","7,111",985,"159,383","3,549","123,513","2,609","5,568","4,124","16,244",543,**        ,"1,246"
"$50,000 or more      ","7,497","17,151","3,702","864,494","6,404","613,508","6,243","26,712","7,456","153,568","1,422",*       23,"5,466"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92123,"11,937","24,136","6,010","550,008","9,960","401,652","6,539","13,187","9,540","75,213","1,463",**        ,"4,225"
"Under $10,000        ","1,663","1,899",319,-29,"1,223","7,316",546,"1,376",454,95,220,**        ,136
"$10,000 under $25,000","3,197","6,080","1,566","56,128","2,571","43,433","1,153","1,545","2,266","2,645",301,--        ,405
"$25,000 under $50,000","3,472","7,111","1,833","124,971","2,999","102,116","1,877","2,578","3,238","11,004",363,**        ,"1,042"
"$50,000 or more      ","3,605","9,046","2,292","368,938","3,167","248,787","2,963","7,688","3,582","61,469",579,**        ,"2,642"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92124,"12,786","29,330","10,063","740,443","11,318","597,291","7,651","12,848","10,237","102,833","2,133",10,"5,500"
"Under $10,000        ","1,651","1,203",197,"-2,044","1,278","6,709",592,453,564,114,202,*       10,140
"$10,000 under $25,000","2,272","4,804","1,723","40,712","1,931","33,759",818,"1,158","1,451","1,703",269,--        ,293
"$25,000 under $50,000","3,499","9,206","3,763","127,607","3,164","110,024","1,764","1,852","2,890","9,207",482,**        ,893
"$50,000 or more      ","5,364","14,117","4,380","574,168","4,945","446,799","4,477","9,385","5,332","91,809","1,180",**        ,"4,174"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92126,"32,694","66,647","20,324","1,488,790","30,247","1,299,081","18,514","17,023","27,005","173,203","4,084",12,"13,840"
"Under $10,000        ","4,815","4,279",734,"21,645","4,000","22,015","1,354",732,"1,578",369,612,--        ,249
"$10,000 under $25,000","7,167","12,034","2,973","125,591","6,360","107,451","2,494","2,251","5,436","6,385",769,**        ,"1,095"
"$25,000 under $50,000","9,187","18,775","5,707","335,504","8,678","301,500","5,167","3,781","8,540","27,864","1,099",*       12,"3,507"
"$50,000 or more      ","11,525","31,559","10,910","1,006,050","11,209","868,115","9,499","10,259","11,451","138,585","1,604",**        ,"8,989"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92127,"8,340","19,277","6,369","595,249","7,132","475,763","5,561","14,375","7,114","87,760","1,252",**        ,"4,568"
"Under $10,000        ","1,208",755,123,"1,100",920,"5,219",454,361,443,108,123,--        ,81
"$10,000 under $25,000","1,112","1,793",389,"18,963",902,"14,482",455,573,834,939,129,--        ,221
"$25,000 under $50,000","1,722","3,626","1,021","64,192","1,437","49,623",993,"2,099","1,567","5,291",253,**        ,695
"$50,000 or more      ","4,298","13,103","4,836","510,994","3,873","406,439","3,659","11,342","4,270","81,422",747,**        ,"3,571"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92128,"21,816","49,582","10,717","1,525,123","15,804","1,058,952","16,288","63,669","18,806","231,287","3,295",18,"12,657"
"Under $10,000        ","2,744","2,599",208,"-1,348","1,790","10,470","1,287","1,613",835,199,339,**        ,353
"$10,000 under $25,000","3,181","6,046",581,"55,195","1,779","28,141","1,970","6,191","2,421","2,737",420,**        ,933
"$25,000 under $50,000","4,739","9,728","1,553","175,812","3,262","109,676","3,237","10,754","4,470","15,499",618,**        ,"2,098"
"$50,000 or more      ","11,152","31,209","8,375","1,295,464","8,973","910,665","9,794","45,111","11,080","212,852","1,918",*       18,"9,273"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92129,"21,170","48,279","17,675","1,356,487","19,275","1,172,614","13,779","16,765","17,457","184,979","3,583",21,"11,378"
"Under $10,000        ","3,827","2,309",422,"11,257","3,097","15,630","1,280",727,"1,346",296,324,**        ,200
"$10,000 under $25,000","3,228","5,235","1,372","55,003","2,775","45,911","1,195","1,311","2,397","2,736",411,**        ,446
"$25,000 under $50,000","3,826","8,005","2,536","140,335","3,472","119,894","2,178","2,333","3,486","11,210",652,**        ,"1,567"
"$50,000 or more      ","10,289","32,730","13,345","1,149,892","9,931","991,179","9,126","12,394","10,228","170,737","2,196",*       21,"9,165"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92130,"15,933","34,738","11,551","1,888,934","13,279","1,414,058","11,686","56,381","13,442","366,039","3,439",19,"10,420"
"Under $10,000        ","2,489","1,818",364,"-32,635","1,458","10,435","1,166","2,397",764,431,297,**        ,371
"$10,000 under $25,000","1,501","2,278",433,"26,065","1,079","18,213",757,"1,811","1,104","1,341",309,**        ,391
"$25,000 under $50,000","2,293","3,952",909,"86,098","1,938","68,082","1,373","2,759","2,055","7,647",443,**        ,980
"$50,000 or more      ","9,650","26,690","9,845","1,809,406","8,804","1,317,328","8,390","49,414","9,519","356,620","2,390",*       19,"8,678"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92131,"13,770","30,716","9,774","1,291,776","11,937","1,013,162","10,506","24,714","11,977","217,559","2,619",20,"9,180"
"Under $10,000        ","1,993","1,057",129,"2,066","1,337","7,097",906,874,750,157,190,--        ,148
"$10,000 under $25,000","1,289","1,926",324,"21,796",981,"15,820",614,971,980,"1,126",209,--        ,294
"$25,000 under $50,000","2,066","3,781",897,"77,335","1,772","61,723","1,375","2,220","1,890","6,476",335,**        ,"1,008"
"$50,000 or more      ","8,422","23,952","8,424","1,190,579","7,847","928,522","7,611","20,649","8,357","209,800","1,885",*       20,"7,730"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92132,24,40,12,506,24,505,**        ,**        ,21,36,--        ,--        ,**        
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
"$10,000 under $25,000",*       24,*       40,*       12,*        506,*       24,*        505,**        ,**        ,*       21,*         36,--        ,--        ,--        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92134,266,328,41,"5,086",264,"5,047",44,41,238,439,**        ,--        ,10
"Under $10,000        ",26,22,0,185,24,197,**        ,**        ,15,3,**        ,--        ,--        
"$10,000 under $25,000",210,243,22,"3,297",210,"3,291",*       28,*        6,195,209,--        ,--        ,*       10
"$25,000 under $50,000",20,42,14,617,20,606,*       16,*       35,18,46,**        ,--        ,**        
"$50,000 or more      ",10,21,5,987,10,953,**        ,**        ,10,181,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92135,"1,162","1,431",197,"22,663","1,154","22,430",206,125,"1,049","1,983",**        ,--        ,32
"Under $10,000        ",184,156,1,"1,331",178,"1,325",15,5,117,23,**        ,--        ,**        
"$10,000 under $25,000",817,915,71,"12,881",817,"12,903",108,26,779,863,**        ,--        ,**        
"$25,000 under $50,000",107,193,60,"3,430",105,"3,361",38,17,99,285,**        ,--        ,*       17
"$50,000 or more      ",54,167,65,"5,021",54,"4,841",45,77,54,812,**        ,--        ,15
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92136,577,725,105,"11,643",576,"11,478",103,43,527,977,**        ,--        ,20
"Under $10,000        ",46,37,0,313,45,311,**        ,**        ,24,6,--        ,--        ,--        
"$10,000 under $25,000",422,509,63,"7,075",422,"7,099",*       62,*        7,396,476,**        ,--        ,**        
"$25,000 under $50,000",89,142,33,"2,707",89,"2,644",26,4,87,247,--        ,--        ,*       20
"$50,000 or more      ",20,37,9,"1,548",20,"1,424",15,32,20,248,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92137,245,395,77,"39,476",205,"7,594",134,"6,036",201,"6,380",54,--        ,75
"Under $10,000        ",39,44,2,-1,25,119,13,26,10,7,14,--        ,*       10
"$10,000 under $25,000",64,100,24,"1,086",52,820,27,27,53,58,20,--        ,**        
"$25,000 under $50,000",73,110,21,"2,618",68,"2,340",39,8,70,266,10,--        ,14
"$50,000 or more      ",69,141,30,"35,773",60,"4,315",55,"5,975",68,"6,049",10,--        ,51
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92138,"1,597","2,524",469,"76,864","1,316","49,401",830,"4,344","1,312","11,267",332,**        ,509
"Under $10,000        ",262,339,37,"-1,171",161,"1,020",108,87,68,13,85,--        ,27
"$10,000 under $25,000",396,568,92,"6,955",327,"5,485",128,198,333,426,76,--        ,44
"$25,000 under $50,000",514,769,161,"18,836",472,"16,514",249,259,492,"1,932",77,**        ,137
"$50,000 or more      ",425,848,179,"52,244",356,"26,382",345,"3,800",419,"8,896",94,**        ,301
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92139,"15,357","36,324","13,597","545,506","14,097","475,154","6,984","5,305","11,771","44,254","1,496",**        ,"5,499"
"Under $10,000        ","2,343","2,511",661,"9,946","2,011","10,777",452,302,722,153,225,**        ,76
"$10,000 under $25,000","4,397","8,715","2,856","77,941","3,909","67,253","1,223",892,"3,020","3,311",351,--        ,497
"$25,000 under $50,000","4,760","12,444","4,843","171,365","4,451","151,840","2,341","1,546","4,221","11,522",450,--        ,"1,810"
"$50,000 or more      ","3,857","12,654","5,237","286,254","3,726","245,284","2,968","2,565","3,808","29,268",470,**        ,"3,116"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92140,386,467,70,"7,200",385,"7,158",71,11,353,556,**        ,--        ,**        
"Under $10,000        ",37,21,1,222,37,242,**        ,**        ,21,5,--        ,--        ,--        
"$10,000 under $25,000",289,326,28,"4,750",288,"4,730",*       45,*        5,275,337,**        ,--        ,**        
"$25,000 under $50,000",*       60,*      120,*       41,"*      2,228",*       60,"*      2,186",*       26,*        6,*       57,*        214,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92142,318,572,152,"15,941",268,"12,781",194,312,269,"2,089",67,--        ,130
"Under $10,000        ",35,39,4,102,15,70,17,17,**        ,**          ,10,--        ,*       14
"$10,000 under $25,000",55,92,23,964,43,686,25,32,*       50,*         50,13,--        ,**        
"$25,000 under $50,000",118,206,67,"4,361",108,"3,745",70,69,109,400,22,--        ,37
"$50,000 or more      ",110,235,58,"10,514",102,"8,280",82,194,110,"1,639",22,--        ,79
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92143,"1,789","4,744","1,836","44,972","1,383","32,999",542,"1,642","1,036","3,716",162,**        ,135
"Under $10,000        ",430,809,213,"1,757",264,"2,075",88,118,47,16,67,**        ,18
"$10,000 under $25,000",722,"1,877",737,"12,183",585,"9,447",168,292,408,346,51,--        ,19
"$25,000 under $50,000",473,"1,518",682,"16,516",409,"13,423",173,214,419,"1,059",25,--        ,45
"$50,000 or more      ",164,540,204,"14,516",125,"8,054",113,"1,018",162,"2,295",19,--        ,53
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92145,"3,018","3,380",234,"51,259","3,016","50,611",328,83,"2,868","3,807",25,**        ,48
"Under $10,000        ",175,164,2,"1,396",174,"1,415",**        ,**        ,130,29,**        ,--        ,--        
"$10,000 under $25,000","2,614","2,802",123,"40,667","2,613","40,630",*      231,*       28,"2,522","2,826",*       13,--        ,16
"$25,000 under $50,000",189,332,90,"6,308",189,"6,188",67,25,177,562,*       12,**        ,13
"$50,000 or more      ",40,82,19,"2,888",40,"2,378",30,30,39,390,**        ,--        ,19
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92147,274,264,18,"3,863",274,"3,851",31,2,216,263,**        ,--        ,**        
"Under $10,000        ",108,78,1,692,108,687,**        ,**        ,54,11,--        ,--        ,--        
"$10,000 under $25,000",146,156,11,"2,493",146,"2,485",*       31,*        2,142,180,**        ,--        ,--        
"$25,000 under $50,000",*       20,*       30,*        6,*        678,*       20,*        679,**        ,**        ,*       20,*         72,--        ,--        ,--        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92149,174,374,145,"5,716",152,"4,736",67,57,129,472,21,--        ,52
"Under $10,000        ",26,40,20,105,17,94,**        ,**        ,**        ,**          ,**        ,--        ,**        
"$10,000 under $25,000",57,106,38,"1,022",49,868,*       19,*       15,*       44,*         38,*       21,--        ,*       12
"$25,000 under $50,000",57,128,53,"2,042",55,"1,790",24,12,51,162,**        ,--        ,18
"$50,000 or more      ",34,100,34,"2,547",31,"1,984",24,30,34,272,**        ,--        ,22
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92150,740,"1,337",359,"41,913",645,"34,069",417,"1,212",639,"6,229",130,**        ,319
"Under $10,000        ",90,100,22,23,57,465,26,21,30,6,19,--        ,**        
"$10,000 under $25,000",129,194,42,"2,254",107,"1,858",50,57,103,127,27,--        ,*       31
"$25,000 under $50,000",230,378,97,"8,555",208,"7,538",108,70,220,834,33,**        ,71
"$50,000 or more      ",291,665,198,"31,081",273,"24,208",233,"1,064",286,"5,262",51,**        ,217
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92153,238,597,219,"6,927",193,"6,116",84,66,164,618,40,--        ,58
"Under $10,000        ",47,79,17,-197,26,166,17,28,**        ,**          ,12,--        ,**        
"$10,000 under $25,000",86,194,64,"1,546",71,"1,215",22,15,*       67,*         66,14,--        ,*       16
"$25,000 under $50,000",70,220,98,"2,579",62,"2,185",19,12,63,165,*       14,--        ,20
"$50,000 or more      ",35,104,40,"2,999",34,"2,550",26,11,34,387,**        ,--        ,22
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
92154,"29,190","71,434","28,154","929,707","26,256","789,241","10,527","10,416","20,038","76,691","3,030",10,"7,683"
